citekey,title,year,venue,url,matched_problems,matched_techs,grid,scenario,relevance_score,citation_count
rvqr2025,Restructuring Vector Quantization with the Rotation Trick,2025,ICLR,https://arxiv.org/abs/GMwRl2e9Y1,,,W×Q,,0,0
rvsl2025,Realizing Video Summarization from the Path of Language-based Semantic Understanding,2025,ICLR,https://arxiv.org/abs/ujNe7sybJu,MoE,MoE,C×G,,26.0,0
rwad2025,Realistic World Model for Autonomous Driving: Integrating Physical Constraints and Multi-agent Interactions,2025,ICLR,https://arxiv.org/abs/r91tAISb88,Agent,,S×G,Agent,35.0,0
saaa2025,Scaling Autonomous Agents via Automatic Reward Modeling And Planning,2025,ICLR,https://arxiv.org/abs/womU9cEwcO,Agent|Scalability,,,Agent,40.0,0
saaf2025,STRIDE: A Tool-Assisted LLM Agent Framework for Strategic and Interactive Decision-Making,2025,ICLR,https://arxiv.org/abs/jwGPmIqE99,Agent,,,Agent,30.0,0
saai2025,SageAttention: Accurate 8-Bit Attention for Plug-and-play Inference Acceleration,2025,ICLR,https://arxiv.org/abs/OL44KtasKc,Quantization,Quantization,W×Q,LLM,26.0,0
saca2025,SCALE: Augmenting Content Analysis via LLM Agents and AI-Human Collaboration,2025,ICLR,https://arxiv.org/abs/2miMc8FR0j,Agent|Scalability,,,Agent,40.0,0
sacq2025,SinkQ: Accurate 2-bit KV Cache Quantization with Dynamic Sink Tracking,2025,ICLR,https://arxiv.org/abs/bJ33TvbJW0,KV Cache|Distributed Inference|Throughput|Quantization,KV Cache|Quantization,K×Q,LLM,71.0,0
sact2025,Scaling Code-Assisted Chain-of-Thoughts and Instructions for Model Reasoning,2025,NIPS,https://arxiv.org/abs/b7bOWd3kUL,Agent|Scalability,,,Agent,25.0,0
saes2025,"StarCraft II Arena: Evaluating LLMs in Strategic Planning, Real-Time Decision Making, and Adaptability",2025,ICLR,https://arxiv.org/abs/o3V7OuPxu4,Agent,,,Agent,25.0,0
sagr2025,Scalable and Accurate Graph Reasoning with LLM-based Multi-Agents,2025,ICLR,https://arxiv.org/abs/ZMtq9pYw5e,Distributed Inference|Agent|Scalability,,S×G,Agent,55.0,0
sahr2025,StructMoE: Augmenting MoEs with Hierarchically Routed Low Rank Experts,2025,ICLR,https://arxiv.org/abs/v71Nsh6R7m,Scalability|MoE,MoE,C×G,,41.0,0
saic2025,SpecReason: Fast and Accurate Inference-Time Compute via Speculative Reasoning,2025,NIPS,https://arxiv.org/abs/wCbOKbZ7kf,Agent|Latency|Throughput|Speculative Decoding,Speculative Decoding,S×G,Agent,48.0,0
sals2025,SALS: Sparse Attention in Latent Space for KV Cache Compression,2025,NIPS,https://arxiv.org/abs/zJSZupQ889,KV Cache|Throughput|Scalability,KV Cache,K×Q,LLM,53.0,0
salt2025,Speculate Deep and Accurate: Lossless and Training-Free Acceleration for Offloaded LLMs via Substitute Speculative Decoding,2025,NIPS,https://arxiv.org/abs/ZDpPfg9pDc,KV Cache|Speculative Decoding|Quantization,Speculative Decoding|Quantization,S×G,LLM,67.0,0
samr2025,STEER-ME: Assessing the Microeconomic Reasoning of Large Language Models,2025,ICLR,https://arxiv.org/abs/g3nxy8N3bQ,Agent,,,Agent,20.0,0
saoc2025,SVDQuant: Absorbing Outliers by Low-Rank Component for 4-Bit Diffusion Models,2025,ICLR,https://arxiv.org/abs/vWR3KuiQur,Latency|Throughput|Scalability|Quantization,Quantization,W×Q,LLM,54.0,0
sapa2025,Single-agent Poisoning Attacks Suffice to Ruin Multi-Agent Learning,2025,ICLR,https://arxiv.org/abs/46xYl55hdc,Agent,,S×G,Agent,30.0,0
sapc2025,Statistical Advantages of Perturbing Cosine Router in Mixture of Experts,2025,ICLR,https://arxiv.org/abs/faDMOmnsjx,,,,,0,0
sara2025,Web-Shepherd: Advancing PRMs for Reinforcing Web Agents,2025,NIPS,https://arxiv.org/abs/G2kMroO9UV,Agent|Scalability,,,Agent,20.0,0
sasd2025,A Drop-In Solution for On-the-Fly Adaptation of Speculative Decoding in Large Language Models,2025,ICLR,https://arxiv.org/abs/xOtOfdbBqK,Latency|Speculative Decoding,Speculative Decoding,S×G,LLM,41.0,0
sass2025,Synthio: Augmenting Small-Scale Audio Classification Datasets with Synthetic Data,2025,ICLR,https://arxiv.org/abs/bR1J7SpzrD,Agent|Scalability,,,Agent,20.0,0
sast2025,"ShapeCraft: LLM Agents for Structured, Textured and Interactive 3D Modeling",2025,NIPS,https://arxiv.org/abs/skS03tzYNw,Agent,,,Agent,20.0,0
satg2025,Spotlight Attention: Towards Efficient LLM Generation via Non-linear Hashing-based KV Cache Retrieval,2025,NIPS,https://arxiv.org/abs/s3IT4Qo7bm,KV Cache|Throughput,KV Cache,K×Q,LLM,28.0,0
savs2025,SAFEx: Analyzing Vulnerabilities of MoE-Based LLMs via Stable Safety-critical Expert Identification,2025,NIPS,https://arxiv.org/abs/VwsXmcMyg5,Scalability|MoE,MoE,C×G,LLM,28.0,0
sbdp2025,From Static Benchmarks to Dynamic Protocol: Agent-Centric Text Anomaly Detection for Evaluating LLM Reasoning,2025,NIPS,https://arxiv.org/abs/O7dOCb7uoe,Agent|Scalability,,,Agent,40.0,0
sbec2025,Sudoku-Bench: Evaluating creative reasoning with Sudoku variants,2025,NIPS,https://arxiv.org/abs/GNRuPhVrNP,Agent,,,Agent,20.0,0
sbgt2025,SGHormerVQ: Bridging Graph Transformers and Spiking Neural Networks via Spiking Vector Quantization,2025,ICLR,https://arxiv.org/abs/I0mQlersGk,Latency|Scalability|Quantization,Quantization,W×Q,LLM,38.0,0
sbmf2025,Scaling up the Banded Matrix Factorization Mechanism for Large Scale Differentially Private ML,2025,ICLR,https://arxiv.org/abs/69Fp4dcmJN,Scalability,,,,20.0,0
sbpa2025,Simulate Before Act: Model-Based Planning for Web Agents,2025,ICLR,https://arxiv.org/abs/JDa5RiTIC7,Agent,,,Agent,30.0,0
sbsd2025,SpecDec++: Boosting Speculative Decoding via Adaptive Candidate Lengths,2025,ICLR,https://arxiv.org/abs/NnExMNiTHw,,,S×G,,0,0
sbsl2025,SignFlow Bipartite Subgraph Network For Large-Scale Graph Link Sign Prediction,2025,NIPS,https://arxiv.org/abs/BNWR4JOmdT,Scalability,,,,20.0,0
sbss2025,Smoothness Bridges Sparsity and Stability in MoEs,2025,ICLR,https://arxiv.org/abs/hAyw43h0MH,Throughput|Scalability|MoE,MoE,C×G,LLM,46.0,0
sbsu2025,SURDS: Benchmarking Spatial Understanding and Reasoning in Driving Scenarios with Vision Language Models,2025,NIPS,https://arxiv.org/abs/A9Jfrc1ouy,Agent|Scalability,,,Agent,25.0,0
scad2025,Security Challenges in AI Agent Deployment: Insights from a Large Scale Public Competition,2025,NIPS,https://arxiv.org/abs/UaXNN4eqH1,,,,Agent,0,0
scae2025,Shapley-Coop: Credit Assignment for Emergent Cooperation in Self-Interested LLM Agents,2025,NIPS,https://arxiv.org/abs/HnJ1UkuJXS,Agent|Throughput,,,Agent,30.0,0
scas2025,SmartCache: Context-aware Semantic Cache for Efficient Multi-turn LLM Inference,2025,NIPS,https://arxiv.org/abs/lMxuq0GNeC,KV Cache,KV Cache|PD Separation,K×Q,LLM,21.0,0
scca2025,SCBench: A KV Cache-Centric Analysis of Long-Context Methods,2025,ICLR,https://arxiv.org/abs/gkUyYcY1W9,KV Cache|Quantization,KV Cache|Quantization|vLLM|SGLang,K×Q,LLM,67.0,0
sccu2025,KV-Dict: Sparse KV Cache Compression with Universal Dictionaries,2025,ICLR,https://arxiv.org/abs/FkXYvV7nEB,KV Cache|Agent|Throughput|Quantization,KV Cache|Quantization,K×Q,Agent,61.0,0
scfg2025,Solving Continuous Mean Field Games: Deep Reinforcement Learning for Non-Stationary Dynamics,2025,NIPS,https://arxiv.org/abs/Jw5TFF3HkH,Agent|Scalability,,,Agent,20.0,0
scfk2025,"Speculate, then Collaborate: Fusing Knowledge of Language Models during Decoding",2025,ICLR,https://arxiv.org/abs/2Y6xGE1K60,Speculative Decoding,Speculative Decoding,S×G,LLM,26.0,0
sclr2025,Scaling up Test-Time Compute with Latent Reasoning: A Recurrent Depth Approach,2025,NIPS,https://arxiv.org/abs/S3GhJooWIC,Agent|Scalability|Speculative Decoding,Speculative Decoding,S×G,Agent,33.0,0
scoe2025,Scaling LLM Test-Time Compute Optimally Can be More Effective than Scaling Parameters for Reasoning,2025,ICLR,https://arxiv.org/abs/4FWAwZtd2n,Agent|Scalability,,,Agent,25.0,0
scot2025,Solving Continual Offline RL through Selective Weights Activation on Aligned Spaces,2025,ICLR,https://arxiv.org/abs/Hr3TBaZl4S,Agent|Quantization,Quantization,W×Q,Agent,31.0,0
scsn2025,SpikeZIP: Compressing Spiking Neural Network with Paths-Ensemble Training for Optimized Pareto-front Performance,2025,ICLR,https://arxiv.org/abs/u438df0Uce,Latency|Quantization,Quantization,W×Q,LLM,31.0,0
scst2025,ShadowKV: KV Cache in Shadows for High-Throughput Long-Context LLM Inference,2025,ICLR,https://arxiv.org/abs/vHO9mU87dc,KV Cache|Latency|Throughput,KV Cache,K×Q,LLM,68.0,0
scsv2025,StoryAgent: Customized Storytelling Video Generation via Multi-Agent Collaboration,2025,ICLR,https://arxiv.org/abs/TS4BLf951Y,Agent|Throughput,,S×G,Agent,35.0,0
sdag2025,SeerAttention: Self-distilled Attention Gating for Efficient Long-context Prefilling,2025,NIPS,https://arxiv.org/abs/Nf8yfPDFTl,Latency|Scalability|MoE,MoE|PD Separation,C×G,,44.0,0
sdfs2025,SimSort: A Data-Driven Framework for Spike Sorting by Large-Scale Electrophysiology Simulation,2025,NIPS,https://arxiv.org/abs/IwjkwtkPGb,Scalability,,,,20.0,0
sdll2025,SLMRec: Distilling Large Language Models into Small for Sequential Recommendation,2025,ICLR,https://arxiv.org/abs/G4wARwjF8M,Throughput|Scalability|Quantization,Quantization,W×Q,LLM,23.0,0
sdls2025,Data-scarce distillation for large-scale vision language models,2025,ICLR,https://arxiv.org/abs/I5S1a1NKxo,Throughput|Scalability,,W×D,LLM,20.0,0
sdmp2025,SliM-LLM: Salience-Driven Mixed-Precision Quantization for Large Language Models,2025,ICLR,https://arxiv.org/abs/tjlTczcnPz,Latency|Throughput|Quantization,Quantization,W×Q,LLM,51.0,0
sdms2025,Scalable Decision-Making in Stochastic Environments through Learned Temporal Abstraction,2025,ICLR,https://arxiv.org/abs/pQsllTesiE,Agent|Latency|Quantization,Quantization,W×Q,Agent,28.0,0
sdpr2025,VLA-OS: Structuring and Dissecting Planning Representations and Paradigms in Vision-Language-Action Models,2025,NIPS,https://arxiv.org/abs/PQYazNKEYo,Agent|Latency,,,Agent,20.0,0
sdsu2025,Surprise3D: A Dataset for Spatial Understanding and Reasoning in Complex 3D Scenes,2025,NIPS,https://arxiv.org/abs/JaOcuRbglz,Agent,,,Agent,20.0,0
sdta2025,EC-DIT: Scaling Diffusion Transformers with Adaptive Expert-Choice Routing,2025,ICLR,https://arxiv.org/abs/PxlfzEePC0,Latency|Scalability|MoE,MoE,C×G,LLM,23.0,0
sdtb2025,Stateful Dynamics for Training of Binary Activation Recurrent Networks,2025,ICLR,https://arxiv.org/abs/A6K4aqReoF,Quantization,Quantization,W×Q,LLM,26.0,0
seaa2025,SELA: Tree-Search Enhanced LLM Agents for Automated Machine Learning,2025,ICLR,https://arxiv.org/abs/fv2hL5n2mh,Agent,,,Agent,20.0,0
seec2025,Simulating Viva Voce Examinations to Evaluate Clinical Reasoning in Large Language Models,2025,NIPS,https://arxiv.org/abs/FEVfIPMy5b,Agent,,,Agent,20.0,0
seeh2025,Seeker: Enhancing Exception Handling in Code with a LLM-based Multi-Agent Approach,2025,ICLR,https://arxiv.org/abs/kNvwWXp6xD,Agent,,S×G,Agent,30.0,0
seip2025,SPRINT: Enabling Interleaved Planning and Parallelized Execution in Reasoning Models,2025,NIPS,https://arxiv.org/abs/h5YGwnMTke,Agent,,,Agent,30.0,0
sell2025,LLM-PySC2: Starcraft II learning environment for Large Language Models,2025,NIPS,https://arxiv.org/abs/Xr73jEYG29,Agent|Latency|Scalability,,,Agent,25.0,0
sepe2025,From an LLM Swarm to a PDDL-empowered Hive: Planning Self-executed Instructions in a Multi-modal Jungle,2025,ICLR,https://arxiv.org/abs/QAAsnSRwgu,Agent,,,Agent,20.0,0
sepi2025,Structure-Enhanced Protein Instruction Tuning: Towards General-Purpose Protein Understanding,2025,ICLR,https://arxiv.org/abs/8CKgS18uWx,MoE,MoE,C×G,,26.0,0
sept2025,Surprising Effectiveness of pretraining Ternary Language Model at Scale,2025,ICLR,https://arxiv.org/abs/TJo6aQb7mK,Scalability|Quantization,Quantization,W×Q,LLM,46.0,0
sera2025,Speculative RAG: Enhancing Retrieval Augmented Generation through Drafting,2025,ICLR,https://arxiv.org/abs/xgQfWbV6Ey,Latency|Speculative Decoding,Speculative Decoding,S×G,,28.0,0
sesa2025,SWE-Search: Enhancing Software Agents with Monte Carlo Tree Search and Iterative Refinement,2025,ICLR,https://arxiv.org/abs/G7sIFXugTX,Agent|Scalability,,,Agent,35.0,0
sesd2025,SuffixDecoding: Extreme Speculative Decoding for Emerging AI Applications,2025,NIPS,https://arxiv.org/abs/uwL0vbeEVn,KV Cache|Agent|Latency|Throughput|Speculative Decoding,Speculative Decoding,S×G,Agent,69.0,0
sfdh2025,Learning Successor Features with Distributed Hebbian Temporal Memory,2025,ICLR,https://arxiv.org/abs/wYJII5BRYU,Distributed Inference|Agent,,,Agent,20.0,0
sfls2025,SwitchLingua: The First Large-Scale Multilingual and Multi-Ethnic Code-Switching Dataset,2025,NIPS,https://arxiv.org/abs/N5BB7Or30g,Agent|Scalability,,,Agent,25.0,0
sgss2025,Stable Gradients for Stable Learning at Scale in Deep Reinforcement Learning,2025,NIPS,https://arxiv.org/abs/Vqj65VeDOu,Agent|Scalability,,,Agent,20.0,0
shmr2025,Stable Hadamard Memory: Revitalizing Memory-Augmented Agents for Reinforcement Learning,2025,ICLR,https://arxiv.org/abs/We5z3UEnUY,KV Cache|Agent,,,Agent,20.0,0
shrg2025,Swift Hydra: Self-Reinforcing Generative Framework for Anomaly Detection with Multiple Mamba Models,2025,ICLR,https://arxiv.org/abs/P7t2niLbvw,MoE,MoE,C×G,,26.0,0
shri2025,ScaleDiff: Higher-Resolution Image Synthesis via Efficient and Model-Agnostic Diffusion,2025,NIPS,https://arxiv.org/abs/SpSru9SRyp,Latency|Scalability,,,,20.0,0
sidm2025,Strategist: Self-improvement of LLM Decision Making via Bi-Level Tree Search,2025,ICLR,https://arxiv.org/abs/gfI9v7AbFg,Agent,,,Agent,20.0,0
sifn2025,Scalable inference of functional neural connectivity at submillisecond timescales,2025,NIPS,https://arxiv.org/abs/shMjc5zvqL,Scalability,,,,20.0,0
sima2025,SiriuS: Self-improving Multi-agent Systems via Bootstrapped Reasoning,2025,NIPS,https://arxiv.org/abs/IDSTtDw4Cs,Agent,,S×G,Agent,45.0,0
sjdd2025,Speculative Jacobi-Denoising Decoding for Accelerating Autoregressive Text-to-image Generation,2025,NIPS,https://arxiv.org/abs/y2eWc6jrlu,Speculative Decoding,Speculative Decoding,S×G,LLM,23.0,0
sjge2025,Learning to Specialize: Joint Gating-Expert Training for Adaptive MoEs in Decentralized Settings,2025,NIPS,https://arxiv.org/abs/3FBByWp6GL,Scalability|MoE,MoE,C×G,,28.0,0
skdb2025,Speculative Knowledge Distillation: Bridging the Teacher-Student Gap Through Interleaved Sampling,2025,ICLR,https://arxiv.org/abs/EgJhwYR2tB,Speculative Decoding,Speculative Decoding,S×G,,23.0,0
skos2025,Scent of Knowledge: Optimizing Search-Enhanced Reasoning with Information Foraging,2025,NIPS,https://arxiv.org/abs/26kUrQm4zw,Agent,,,Agent,20.0,0
sla2025,Tree Search for Language Model Agents,2025,ICLR,https://arxiv.org/abs/kpL66Mvd2a,Agent|Scalability,,,Agent,30.0,0
slgo2025,SoFar: Language-Grounded Orientation Bridges Spatial Reasoning and Object Manipulation,2025,NIPS,https://arxiv.org/abs/kmv7yg6QXv,Agent|Scalability,,,Agent,25.0,0
sllm2025,Scaling Large Language Model-based Multi-Agent Collaboration,2025,ICLR,https://arxiv.org/abs/K3n5jPkrU6,Agent|Scalability,,S×G,Agent,40.0,0
slsd2025,X-Scene: Large-Scale Driving Scene Generation with High Fidelity and Flexible Controllability,2025,NIPS,https://arxiv.org/abs/QclFsekj9B,Agent|Scalability,,,Agent,20.0,0
slsw2025,ShortcutsBench: A Large-Scale Real-world Benchmark for API-based Agents,2025,ICLR,https://arxiv.org/abs/kKILfPkhSz,Agent|Scalability,,,Agent,40.0,0
smaa2025,STRATUS: A Multi-agent System for Autonomous Reliability Engineering of Modern Clouds,2025,NIPS,https://arxiv.org/abs/fYW1PKawwJ,Distributed Inference|Agent|Scalability,,S×G,Agent,45.0,0
smac2025,SketchMind: A Multi-Agent Cognitive Framework for Assessing Student-Drawn Scientific Sketches,2025,NIPS,https://arxiv.org/abs/qS3WgmGs9s,Agent,,S×G,Agent,35.0,0
smad2025,MAD-Sherlock: Multi-Agent Debates for Out-of-Context Misinformation Detection,2025,ICLR,https://arxiv.org/abs/Br42izY8eU,Agent,,S×G,Agent,35.0,0
smaf2025,Why Solving Multi-agent Path Finding with Large Language Models has not Succeeded Yet,2025,ICLR,https://arxiv.org/abs/BW8O4wHgbo,Agent,,S×G,Agent,40.0,0
smau2025,Learning to Steer Markovian Agents under Model Uncertainty,2025,ICLR,https://arxiv.org/abs/IzYczpPqKq,Agent,,,Agent,20.0,0
smav2025,SpecMAS: A Multi-Agent System for Self-Verifying System Generation via Formal Model Checking,2025,NIPS,https://arxiv.org/abs/Cl45XdnCoK,Agent,,S×G,Agent,35.0,0
smcr2025,SeCom: On Memory Construction and Retrieval for Personalized Conversational Agents,2025,ICLR,https://arxiv.org/abs/xKDZAW0He3,KV Cache|Agent,,,Agent,20.0,0
smda2025,Scalable Multi-Domain Adaptation of Language Models using Modular Experts,2025,ICLR,https://arxiv.org/abs/VAqRZIuW8m,Distributed Inference|Scalability|MoE,MoE,C×G,LLM,36.0,0
smeb2025,StreamBP: Memory-Efficient Exact Backpropagation for Long Sequence Training of LLMs,2025,NIPS,https://arxiv.org/abs/EpgMSwJY8t,Distributed Inference|Agent|Scalability,,,Agent,20.0,0
smec2025,Structured Mixture-of-Experts LLMs Compression via Singular Value Decomposition,2025,ICLR,https://arxiv.org/abs/ho7ZUS1z8A,Throughput|MoE,MoE,C×G,LLM,31.0,0
smem2025,SatDiffMoE: A Mixture of Estimation Method for Satellite Image Super-resolution with Latent Diffusion Models,2025,ICLR,https://arxiv.org/abs/BDf1IBIuFx,Agent|MoE,MoE,C×G,Agent,28.0,0
smes2025,ME-Switch: A Memory-Efficient Expert Switching Framework for Large Language Models,2025,ICLR,https://arxiv.org/abs/CKdlPUWDEE,Agent|Throughput|Quantization,Quantization,W×Q,Agent,36.0,0
smma2025,Shared Memory for Multi-agent Lifelong Pathfinding,2025,ICLR,https://arxiv.org/abs/9DrPvYCETp,Agent,,S×G,Agent,35.0,0
smms2025,SolidGeo: Measuring Multimodal Spatial Math Reasoning in Solid Geometry,2025,NIPS,https://arxiv.org/abs/nQq4bMcP7L,Agent|Scalability,,,Agent,20.0,0
smpp2025,SelectFormer in Data Markets: Privacy-Preserving and Efficient Data Selection for Transformers with Multi-Party Computation,2025,ICLR,https://arxiv.org/abs/2cF3f9t31y,Latency|Throughput,,,LLM,20.0,0
smql2025,Scaling Laws For Mixed Quantization In Large Language Models,2025,ICLR,https://arxiv.org/abs/UldnqRQWKS,Scalability|Quantization,Quantization,W×Q,LLM,41.0,0
smts2025,Scaling Multimodal Theory-of-Mind with Weak-to-Strong Bayesian Reasoning,2025,ICLR,https://arxiv.org/abs/HHKboqbkec,Agent|Scalability,,,Agent,20.0,0
smup2025,u-$\mu$P: The Unit-Scaled Maximal Update Parametrization,2025,ICLR,https://arxiv.org/abs/P7KRIiLM8T,Scalability|Quantization,Quantization,W×Q,LLM,28.0,0
snn2025,S$^2$NN: Sub-bit Spiking Neural Networks,2025,NIPS,https://arxiv.org/abs/hFsCuVc1cB,Scalability|Quantization,Quantization,W×Q,LLM,31.0,0
sosa2025,SPARQ: Outlier-free SpeechLM with Fast Adaptation and Robust Quantization,2025,ICLR,https://arxiv.org/abs/Z2uhdwOrn0,Quantization,Quantization,W×Q,LLM,23.0,0
spcs2025,Safeguard User Privacy in LLM Cloud Services,2025,ICLR,https://arxiv.org/abs/INXZOxYsLd,Distributed Inference|Throughput|Quantization,Quantization,W×Q,LLM,23.0,0
spdu2025,Synthesizing Photorealistic and Dynamic Urban Environments for Multimodal Robot Navigation and Collaboration,2025,NIPS,https://arxiv.org/abs/EyOtIOmMUh,Agent|Scalability,,,Agent,30.0,0
spgf2025,Struct2D: A Perception-Guided Framework for Spatial Reasoning in MLLMs,2025,NIPS,https://arxiv.org/abs/rbIlWjTFKj,Agent|Scalability,,,Agent,25.0,0
spgg2025,SpecMER: Fast Protein Generation with K-mer Guided Speculative Decoding,2025,NIPS,https://arxiv.org/abs/2sG4ebgqBd,Latency|Throughput|Speculative Decoding,Speculative Decoding,S×G,LLM,46.0,0
spo2025,Structure-Preserving Operator Learning,2025,ICLR,https://arxiv.org/abs/60FseFP084,Throughput,PD Separation,,LLM,23.0,0
spoi2025,SwiftKV: Fast Prefill-Optimized Inference with Knowledge-Preserving Model Transformation,2025,ICLR,https://arxiv.org/abs/z1ohBxWeL2,KV Cache|Latency|Throughput,KV Cache|PD Separation|vLLM,K×Q,LLM,64.0,0
spop2025,Efficient Sequential Policy Optimization via Off-Policy Correction in Multi-Agent Reinforcement Learning,2025,ICLR,https://arxiv.org/abs/n6Gg0D2jWT,Agent,,S×G,Agent,30.0,0
sqcp2025,Scaleable Quantum Control via Physics Constrained Reinforcement Learning,2025,ICLR,https://arxiv.org/abs/YPvI7SofeZ,Throughput|Scalability,,W×Q,LLM,25.0,0
sqlr2025,SpinQuant: LLM Quantization with Learned Rotations,2025,ICLR,https://arxiv.org/abs/ogO6DGE6FZ,KV Cache|Agent|Latency|Quantization,KV Cache|Quantization,K×Q,Agent,64.0,0
sram2025,Sparse MoE as a New Retriever: Addressing Missing Modality Problem in Incomplete Multimodal Data,2025,ICLR,https://arxiv.org/abs/j9DbobO0mY,MoE,MoE,C×G,多模态,36.0,0
srap2025,SimulMEGA: MoE Routers are Advanced Policy Makers for Simultaneous Speech Translation,2025,NIPS,https://arxiv.org/abs/v4AT18kysa,Latency|MoE,MoE,C×G,,28.0,0
sras2025,LLM Strategic Reasoning: Agentic Study through Behavioral Game Theory,2025,NIPS,https://arxiv.org/abs/XQrGTggLvT,Agent,,,Agent,35.0,0
srdl2025,d1: Scaling Reasoning in Diffusion Large Language Models via Reinforcement Learning,2025,NIPS,https://arxiv.org/abs/7ZVRlBFuEv,Agent,,,Agent,20.0,0
srhs2025,GUI-Rise: Structured Reasoning and History Summarization for GUI Navigation,2025,NIPS,https://arxiv.org/abs/YMPYLesItf,Agent,,,Agent,20.0,0
srkg2025,GIVE: Structured Reasoning with Knowledge Graph Inspired Veracity Extrapolation,2025,ICLR,https://arxiv.org/abs/ka4Nk1j55l,Agent,,,Agent,20.0,0
srmg2025,Spatial Reasoning with MLLMs: A New Path to Graph-Structured Optimization,2025,ICLR,https://arxiv.org/abs/s5T9A9tXTX,Agent|Scalability,,,Agent,20.0,0
srp2025,Skill-based Safe Reinforcement Learning with Risk Planning,2025,ICLR,https://arxiv.org/abs/KkALFpRWSV,Agent,,,Agent,20.0,0
srpv2025,Solving Robotics Problems in Zero-Shot with Vision-Language Models,2025,ICLR,https://arxiv.org/abs/RQDuFF1rOn,,,C×G,LLM,0,0
srrd2025,MoE-Gyro: Self-Supervised Over-Range Reconstruction and Denoising for MEMS Gyroscopes,2025,NIPS,https://arxiv.org/abs/PboL38rBrR,Scalability|MoE,MoE,C×G,,41.0,0
srre2025,Systematic Relational Reasoning With Epistemic Graph Neural Networks,2025,ICLR,https://arxiv.org/abs/qNp86ByQlN,Agent|Scalability,,,Agent,20.0,0
srs2025,DAPO: An Open-Source LLM Reinforcement Learning System at Scale,2025,NIPS,https://arxiv.org/abs/2a36EMSSTp,Agent|Scalability,,,Agent,20.0,0
srtd2025,Sparse Rewards Can Self-Train Dialogue Agents,2025,ICLR,https://arxiv.org/abs/DWLlTNhig1,Agent|Throughput,,W×P,Agent,20.0,0
srte2025,SEEA-R1: Tree-Structured Reinforcement Fine-Tuning for Self-Evolving Embodied Agents,2025,NIPS,https://arxiv.org/abs/dAwKePZvcN,Agent|Latency|Scalability,,,Agent,30.0,0
srur2025,SATURN: SAT-based Reinforcement Learning to Unleash LLMs Reasoning,2025,NIPS,https://arxiv.org/abs/Sct4sajCi6,Agent|Scalability,,,Agent,20.0,0
ssac2025,SmallKV: Small Model Assisted Compensation of KV Cache Compression for Efficient LLM Inference,2025,NIPS,https://arxiv.org/abs/0BVrpXMr5Y,KV Cache|Throughput|Scalability,KV Cache,K×Q,LLM,48.0,0
ssam2025,SAMPO: Scale-wise Autoregression with Motion Prompt for Generative World Models,2025,NIPS,https://arxiv.org/abs/PJOwQ77Mul,Agent|Scalability,,,Agent,25.0,0
ssar2025,SMART: Self-Learning Meta-strategy Agent for Reasoning Tasks,2025,ICLR,https://arxiv.org/abs/TANu5nDVvU,Agent,,,Agent,30.0,0
ssas2025,SpecEdge: Scalable Edge-Assisted Serving Framework for Interactive LLMs,2025,NIPS,https://arxiv.org/abs/4QVLKwgg3S,Latency|Throughput|Scalability|Speculative Decoding,Speculative Decoding,S×G,LLM,43.0,0
sscs2025,STAFF: Speculative Coreset Selection for Task-Specific Fine-tuning,2025,ICLR,https://arxiv.org/abs/FAfxvdv1Dy,Speculative Decoding,Speculative Decoding,S×G,,23.0,0
ssdh2025,STree: Speculative Tree Decoding for Hybrid State Space Models,2025,NIPS,https://arxiv.org/abs/a95Vd41o1u,Scalability|Speculative Decoding,Speculative Decoding,S×G,,28.0,0
ssdi2025,SWIFT: On-the-Fly Self-Speculative Decoding for LLM Inference Acceleration,2025,ICLR,https://arxiv.org/abs/EKJhH5D5wA,Throughput|Speculative Decoding,Speculative Decoding,S×G,LLM,41.0,0
ssdl2025,Scaling Speculative Decoding with Lookahead Reasoning,2025,NIPS,https://arxiv.org/abs/JxxKj8pow1,Agent|Throughput|Scalability|Speculative Decoding,Speculative Decoding,S×G,Agent,71.0,0
sser2025,TPI-LLM: Serving 70B-scale LLMs Efficiently on Low-resource Edge Devices,2025,ICLR,https://arxiv.org/abs/0cadcLKbt7,Distributed Inference|Latency|Throughput|Scalability,,,LLM,45.0,0
ssfl2025,SimLayerKV: A Simple Framework for Layer-Level KV Cache Reduction,2025,ICLR,https://arxiv.org/abs/UjSmUlUU6y,KV Cache|Quantization,KV Cache|Quantization,K×Q,LLM,51.0,0
ssid2025,Efficient Data Selection at Scale via Influence Distillation,2025,NIPS,https://arxiv.org/abs/E6ZdfjtoiX,Scalability,,W×D,,20.0,0
ssiw2025,Speculative Streaming: Fast LLM Inference without Auxiliary Models,2025,ICLR,https://arxiv.org/abs/jt8wI3ZzXG,Agent|Scalability|Speculative Decoding,Speculative Decoding,S×G,Agent,54.0,0
ssle2025,ScaLES: Scalable Latent Exploration Score for Pre-Trained Generative Networks,2025,ICLR,https://arxiv.org/abs/5MNJKgaj54,Scalability,PD Separation,W×L,,23.0,0
ssma2025,SYMPHONY: Synergistic Multi-agent Planning with Heterogeneous Language Model Assembly,2025,NIPS,https://arxiv.org/abs/7Spt8cAJq0,Agent,,S×G,Agent,50.0,0
ssrr2025,Scorpio: Serving the Right Requests at the Right Time for Heterogeneous SLOs in LLM Inference,2025,NIPS,https://arxiv.org/abs/LSrpJkynU2,Throughput,,,LLM,20.0,0
